,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
307,Orel Mangala,be BEL,MF,Lyon,Ligue 1,26-340,1998,1,1,67,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,3,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10
308,Sekou Mara,fr FRA,"FW,MF",Strasbourg,Ligue 1,22-206,2002,18,6,623,6.9,1,1,2,1,0,0,2,0,1.1,1.1,1.0,2.0,5,8,35,0.14,0.14,0.29,0.14,0.29,0.15,0.14,0.29,0.15,0.29
309,Marquinhos,br BRA,DF,Paris S-G,Ligue 1,30-283,1994,16,13,"1,224",13.6,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,21,102,3,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.08,0.03,0.08
310,Jonas Martin,fr FRA,MF,Brest,Ligue 1,34-318,1990,12,5,458,5.1,1,0,1,1,0,0,2,0,0.3,0.3,0.3,0.7,8,19,7,0.20,0.00,0.20,0.20,0.20,0.07,0.07,0.13,0.07,0.13
311,Han-Noah Massengo,fr FRA,MF,Auxerre,Ligue 1,23-229,2001,6,5,437,4.9,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,4,15,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
312,Clinton Mata,ao ANG,DF,Lyon,Ligue 1,32-106,1992,19,18,"1,627",18.1,0,3,3,0,0,0,4,0,0.2,0.2,1.2,1.4,15,60,23,0.00,0.17,0.17,0.00,0.17,0.01,0.07,0.08,0.01,0.08
313,Eliot Matazo,be BEL,MF,Monaco,Ligue 1,23-006,2002,3,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,7,3,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08
314,Nemanja Matić,rs SRB,MF,Lyon,Ligue 1,36-204,1988,18,17,"1,416",15.7,0,1,1,0,0,0,0,0,0.0,0.0,1.1,1.1,29,113,12,0.00,0.06,0.06,0.00,0.06,0.00,0.07,0.07,0.00,0.07
315,Azor Matusiwa,nl NED,MF,Rennes,Ligue 1,26-299,1998,18,17,"1,462",16.2,0,0,0,0,0,0,2,0,0.2,0.2,0.8,1.1,8,93,10,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.07,0.01,0.07
316,Neal Maupay,fr FRA,FW,Marseille,Ligue 1,28-191,1996,16,12,871,9.7,4,4,8,4,0,0,3,1,3.5,3.5,2.2,5.7,10,31,61,0.41,0.41,0.83,0.41,0.83,0.36,0.22,0.59,0.36,0.59
317,Christian Mawissa,fr FRA,DF,Monaco,Ligue 1,19-309,2005,12,9,767,8.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,7,19,8,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
318,Senny Mayulu,fr FRA,MF,Paris S-G,Ligue 1,18-280,2006,12,4,382,4.2,1,0,1,1,0,0,1,0,2.1,2.1,0.7,2.8,17,20,31,0.24,0.00,0.24,0.24,0.24,0.49,0.17,0.66,0.49,0.66
319,Ethan Mbappé,fr FRA,"MF,FW",Lille,Ligue 1,18-054,2006,6,1,154,1.7,0,0,0,0,0,0,2,0,1.0,1.0,1.2,2.2,4,7,24,0.00,0.00,0.00,0.00,0.00,0.57,0.73,1.30,0.57,1.30
320,Ibrahim Mbaye,fr FRA,"FW,MF",Paris S-G,Ligue 1,17-028,2008,5,1,87,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,3,3,15,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27
321,Mark McKenzie,us USA,DF,Toulouse,Ligue 1,25-362,1999,20,19,"1,660",18.4,1,0,1,1,0,0,1,0,0.8,0.8,0.4,1.2,5,62,3,0.05,0.00,0.05,0.05,0.05,0.05,0.02,0.07,0.05,0.07
322,Facundo Medina,ar ARG,"DF,MF",Lens,Ligue 1,25-269,1999,19,19,"1,644",18.3,0,1,1,0,0,0,8,1,1.2,1.2,1.0,2.1,35,113,27,0.00,0.05,0.05,0.00,0.05,0.07,0.05,0.12,0.07,0.12
323,Henrik Meister,dk DEN,FW,Rennes,Ligue 1,21-096,2003,4,0,63,0.7,1,0,1,1,0,0,0,0,0.1,0.1,0.3,0.3,2,1,4,1.43,0.00,1.43,1.43,1.43,0.09,0.37,0.45,0.09,0.45
324,Bamo Meïté,ci CIV,DF,Montpellier,Ligue 1,23-080,2001,2,2,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
325,Bamo Meïté,ci CIV,"DF,MF",Marseille,Ligue 1,23-080,2001,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
326,Mohamed Meité,fr FRA,"FW,DF",Rennes,Ligue 1,17-133,2007,4,0,45,0.5,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,0,3,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.76,0.76,0.76
327,Farid El Melali,dz ALG,FW,Angers,Ligue 1,27-292,1997,20,17,"1,399",15.5,2,2,4,2,0,0,1,0,2.3,2.3,2.8,5.1,50,25,80,0.13,0.13,0.26,0.13,0.26,0.15,0.18,0.33,0.15,0.33
328,Nuno Mendes,pt POR,DF,Paris S-G,Ligue 1,22-247,2002,14,13,"1,082",12.0,0,2,2,0,0,0,1,0,0.9,0.9,3.7,4.6,39,88,79,0.00,0.17,0.17,0.00,0.17,0.07,0.31,0.38,0.07,0.38
329,Antoine Mendy,fr FRA,DF,Nice,Ligue 1,20-270,2004,11,5,539,6.0,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,9,20,11,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.09,0.07,0.09
330,Nampalys Mendy,sn SEN,MF,Lens,Ligue 1,32-243,1992,4,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
331,Gideon Mensah,gh GHA,DF,Auxerre,Ligue 1,26-218,1998,17,16,"1,462",16.2,0,1,1,0,0,0,2,0,0.2,0.2,1.9,2.1,32,66,62,0.00,0.06,0.06,0.00,0.06,0.01,0.12,0.13,0.01,0.13
332,Quentin Merlin,fr FRA,DF,Marseille,Ligue 1,22-281,2002,15,13,"1,019",11.3,1,3,4,1,0,0,1,0,1.3,1.3,2.0,3.2,24,57,107,0.09,0.26,0.35,0.09,0.35,0.11,0.17,0.28,0.11,0.28
333,Rafik Messali,fr FRA,DF,Toulouse,Ligue 1,21-299,2003,5,1,129,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,5,8,4,0.00,0.00,0.00,0.00,0.00,0.05,0.17,0.22,0.05,0.22
334,Thomas Meunier,be BEL,DF,Lille,Ligue 1,33-162,1991,19,11,"1,045",11.6,1,0,1,1,0,0,2,0,1.3,1.3,0.5,1.8,31,69,83,0.09,0.00,0.09,0.09,0.09,0.11,0.04,0.15,0.11,0.15
335,Lucas Michal,fr FRA,"FW,MF",Monaco,Ligue 1,19-245,2005,5,0,86,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.9,1.1,3,3,9,0.00,0.00,0.00,0.00,0.00,0.21,0.95,1.16,0.21,1.16
336,Georges Mikautadze,ge GEO,FW,Lyon,Ligue 1,24-113,2000,22,8,897,10.0,6,1,7,5,1,2,1,0,6.4,4.7,1.1,5.8,22,35,86,0.60,0.10,0.70,0.50,0.60,0.64,0.11,0.75,0.48,0.58
337,Igor Miladinović,rs SRB,"FW,MF",Saint-Étienne,Ligue 1,21-258,2003,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
338,Takumi Minamino,jp JPN,"MF,FW",Monaco,Ligue 1,30-036,1995,19,16,"1,336",14.8,2,3,5,2,0,0,2,0,5.1,5.1,5.0,10.1,29,76,116,0.13,0.20,0.34,0.13,0.34,0.34,0.34,0.68,0.34,0.68
339,Lucas Mincarelli,fr FRA,DF,Montpellier,Ligue 1,21-047,2004,4,3,251,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,6,11,11,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08
340,Mostafa Mohamed,eg EGY,FW,Nantes,Ligue 1,27-085,1997,19,6,708,7.9,3,0,3,3,0,0,2,0,3.3,3.3,0.2,3.5,9,16,33,0.38,0.00,0.38,0.38,0.38,0.43,0.02,0.45,0.43,0.45
341,Florent Mollet,fr FRA,"MF,FW",Nantes,Ligue 1,33-094,1991,9,3,242,2.7,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.7,3,9,12,0.00,0.00,0.00,0.00,0.00,0.12,0.13,0.24,0.12,0.24
342,Diego Moreira,pt POR,"DF,MF",Strasbourg,Ligue 1,20-199,2004,21,19,"1,709",19.0,1,5,6,1,0,0,4,0,1.4,1.4,4.9,6.3,60,58,151,0.05,0.26,0.32,0.05,0.32,0.07,0.26,0.33,0.07,0.33
343,Gabriel Moscardo,br BRA,MF,Reims,Ligue 1,19-146,2005,3,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
344,Yael Mouanga,fr FRA,DF,Montpellier,Ligue 1,19-213,2005,5,3,340,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1,10,2,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.03,0.07
345,Aimen Moueffek,fr FRA,MF,Saint-Étienne,Ligue 1,23-318,2001,12,5,496,5.5,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,6,15,6,0.00,0.00,0.00,0.00,0.00,0.13,0.03,0.16,0.13,0.16
346,Youssoufa Moukoko,de GER,"FW,MF",Nice,Ligue 1,20-093,2004,11,2,204,2.3,2,1,3,2,0,0,0,0,2.2,2.2,0.8,3.0,2,6,12,0.88,0.44,1.32,0.88,1.32,0.96,0.36,1.32,0.96,1.32
347,Louis Mouton,fr FRA,MF,Saint-Étienne,Ligue 1,22-263,2002,17,12,894,9.9,0,1,1,0,0,0,2,0,1.2,1.2,1.1,2.3,13,38,32,0.00,0.10,0.10,0.00,0.10,0.12,0.11,0.23,0.12,0.23
348,Ngal'Ayel Mukau,cd COD,MF,Lille,Ligue 1,20-083,2004,14,9,803,8.9,0,0,0,0,0,0,4,0,0.5,0.5,0.3,0.7,14,42,25,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08
349,Marshall Munetsi,zw ZIM,MF,Reims,Ligue 1,28-244,1996,19,19,"1,692",18.8,4,2,6,4,0,0,5,0,4.0,4.0,2.0,5.9,8,26,48,0.21,0.11,0.32,0.21,0.32,0.21,0.11,0.32,0.21,0.32
350,Almoatasem Al Musrati,ly LBY,MF,Monaco,Ligue 1,28-321,1996,2,0,59,0.7,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,0,11,1,0.00,1.53,1.53,0.00,1.53,0.07,0.39,0.46,0.07,0.46
351,Junior Mwanga,fr FRA,MF,Le Havre,Ligue 1,21-286,2003,2,2,174,1.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,3,7,1,0.00,0.00,0.00,0.00,0.00,0.16,0.04,0.20,0.16,0.20
352,Junior Mwanga,fr FRA,MF,Strasbourg,Ligue 1,21-286,2003,8,2,296,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
353,Loïc N'Gatta,fr FRA,DF,Auxerre,Ligue 1,21-072,2003,2,0,13,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
354,Djylian N'Guessan,fr FRA,FW,Saint-Étienne,Ligue 1,16-175,2008,5,1,83,0.9,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,1,2,8,0.00,0.00,0.00,0.00,0.00,0.44,0.06,0.49,0.44,0.49
355,Mickael Nade,fr FRA,DF,Saint-Étienne,Ligue 1,25-354,1999,14,13,"1,226",13.6,1,1,2,1,0,0,1,0,0.7,0.7,0.4,1.1,10,44,1,0.07,0.07,0.15,0.07,0.15,0.05,0.03,0.08,0.05,0.08
356,Bilal Nadir,fr FRA,"MF,FW",Marseille,Ligue 1,21-085,2003,10,3,236,2.6,1,0,1,1,0,0,1,0,0.4,0.4,0.4,0.8,13,13,16,0.38,0.00,0.38,0.38,0.38,0.14,0.15,0.29,0.14,0.29
357,Mahamadou Nagida,cm CMR,DF,Rennes,Ligue 1,19-238,2005,12,4,430,4.8,2,0,2,2,0,0,1,0,1.5,1.5,0.3,1.8,22,15,54,0.42,0.00,0.42,0.42,0.42,0.31,0.07,0.38,0.31,0.38
358,Keito Nakamura,jp JPN,FW,Reims,Ligue 1,24-208,2000,21,20,"1,672",18.6,8,1,9,8,0,0,2,0,5.8,5.8,1.3,7.2,59,57,121,0.43,0.05,0.48,0.43,0.48,0.31,0.07,0.39,0.31,0.39
359,Sebastian Nanasi,se SWE,"FW,MF",Strasbourg,Ligue 1,22-281,2002,20,19,"1,506",16.7,5,3,8,5,0,0,0,0,4.9,4.9,2.8,7.6,41,86,91,0.30,0.18,0.48,0.30,0.48,0.29,0.16,0.46,0.29,0.46
360,Yael Nandjou,fr FRA,DF,Nice,Ligue 1,19-230,2005,3,2,154,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0.7,1.0,2,3,9,0.00,0.00,0.00,0.00,0.00,0.13,0.44,0.57,0.13,0.57
361,Youssouf Ndayishimiye,bi BDI,DF,Nice,Ligue 1,26-117,1998,14,13,"1,122",12.5,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.5,9,38,6,0.08,0.00,0.08,0.08,0.08,0.04,0.01,0.04,0.04,0.04
362,Junior Ndiaye,fr FRA,FW,Montpellier,Ligue 1,19-329,2005,7,0,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
363,Rassoul Ndiaye,sn SEN,MF,Le Havre,Ligue 1,23-072,2001,18,11,969,10.8,1,0,1,1,0,0,2,0,1.6,1.6,0.5,2.1,5,42,26,0.09,0.00,0.09,0.09,0.09,0.15,0.05,0.19,0.15,0.19
364,Tanguy Ndombele,fr FRA,MF,Nice,Ligue 1,28-055,1996,17,12,"1,127",12.5,1,2,3,1,0,0,2,0,2.4,2.4,2.4,4.8,21,60,36,0.08,0.16,0.24,0.08,0.24,0.19,0.19,0.38,0.19,0.38
365,Loïc Nego,hu HUN,"DF,FW",Le Havre,Ligue 1,34-037,1991,19,16,"1,381",15.3,0,0,0,0,0,0,2,0,0.6,0.6,0.4,1.0,39,53,90,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.06,0.04,0.06
366,João Neves,pt POR,"MF,DF",Paris S-G,Ligue 1,20-147,2004,18,14,"1,209",13.4,2,7,9,2,0,0,0,0,1.9,1.9,3.3,5.2,26,105,49,0.15,0.52,0.67,0.15,0.67,0.14,0.25,0.39,0.14,0.39
367,Mikayil Ngor Faye,sn SEN,DF,Rennes,Ligue 1,20-222,2004,10,6,598,6.6,0,0,0,0,0,0,1,1,0.3,0.3,0.0,0.3,11,30,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
368,Steve Ngoura,fr FRA,FW,Le Havre,Ligue 1,19-365,2005,8,2,289,3.2,0,0,0,0,0,0,0,0,1.3,1.3,0.4,1.7,3,8,19,0.00,0.00,0.00,0.00,0.00,0.40,0.14,0.54,0.40,0.54
369,Bernard Nguene,cm CMR,FW,Nice,Ligue 1,18-201,2006,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
370,Moussa Niakhate,sn SEN,DF,Lyon,Ligue 1,28-350,1996,19,18,"1,646",18.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,17,64,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
371,Abdoulaye Niakhate Ndiaye,sn SEN,DF,Brest,Ligue 1,22-317,2002,12,11,974,10.8,1,0,1,1,0,0,3,0,0.6,0.6,0.0,0.7,2,27,1,0.09,0.00,0.09,0.09,0.09,0.06,0.00,0.06,0.06,0.06
372,Ibrahima Niane,sn SEN,FW,Angers,Ligue 1,25-347,1999,17,7,748,8.3,3,1,4,2,1,1,0,0,5.5,4.7,1.0,5.7,17,6,41,0.36,0.12,0.48,0.24,0.36,0.66,0.12,0.77,0.56,0.68
373,Rasmus Nicolaisen,dk DEN,DF,Toulouse,Ligue 1,27-342,1997,7,7,623,6.9,0,1,1,0,0,0,0,0,0.4,0.4,0.2,0.7,3,27,2,0.00,0.14,0.14,0.00,0.14,0.06,0.03,0.10,0.06,0.10
374,Arnaud Nordin,fr FRA,FW,Montpellier,Ligue 1,26-249,1998,16,14,"1,166",13.0,4,1,5,3,1,2,2,0,4.1,2.5,0.9,3.4,51,23,111,0.31,0.08,0.39,0.23,0.31,0.32,0.07,0.39,0.19,0.26
375,Plamedi Nsingi,0,MF,Nantes,Ligue 1,24-066,2000,1,0,16,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,1.21,0.00,1.21,1.21,1.21
376,Ernest Nuamah,gh GHA,"FW,MF",Lyon,Ligue 1,21-112,2003,17,9,810,9.0,2,1,3,2,0,0,1,0,2.0,2.0,1.0,3.0,34,24,96,0.22,0.11,0.33,0.22,0.33,0.22,0.11,0.33,0.22,0.33
377,Rabby Nzingoula,cg CGO,MF,Montpellier,Ligue 1,19-088,2005,17,13,"1,061",11.8,1,0,1,1,0,0,8,0,0.8,0.8,1.5,2.3,15,27,27,0.08,0.00,0.08,0.08,0.08,0.07,0.12,0.19,0.07,0.19
378,M'Bala Nzola,ao ANG,FW,Lens,Ligue 1,28-187,1996,17,15,"1,295",14.4,6,1,7,6,0,0,3,0,8.3,8.3,1.3,9.6,22,22,110,0.42,0.07,0.49,0.42,0.49,0.58,0.09,0.67,0.58,0.67
379,Marwann Nzuzi,fr FRA,DF,Saint-Étienne,Ligue 1,20-281,2004,2,2,125,1.4,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,2,5,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.08,0.02,0.08
380,Hamzat Ojediran,ng NGA,"MF,FW",Lens,Ligue 1,21-099,2003,13,1,368,4.1,1,0,1,1,0,0,4,0,0.5,0.5,0.4,0.9,2,19,1,0.24,0.00,0.24,0.24,0.24,0.11,0.11,0.22,0.11,0.22
381,Joseph Okumu,ke KEN,DF,Reims,Ligue 1,27-271,1997,12,10,921,10.2,1,0,1,1,0,0,4,1,0.7,0.7,0.0,0.7,14,80,1,0.10,0.00,0.10,0.10,0.10,0.06,0.00,0.07,0.06,0.07
382,Kazeem Olaigbe,be BEL,MF,Rennes,Ligue 1,22-050,2003,2,0,18,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,1,0,0.00,0.00,0.00,0.00,0.00,0.98,0.88,1.86,0.98,1.86
383,Ben Old,nz NZL,"MF,FW",Saint-Étienne,Ligue 1,22-192,2002,6,4,376,4.2,0,0,0,0,0,0,0,0,0.8,0.8,0.7,1.5,10,7,19,0.00,0.00,0.00,0.00,0.00,0.20,0.16,0.36,0.20,0.36
384,Warmed Omari,km COM,DF,Lyon,Ligue 1,24-304,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
385,Becir Omeragic,ch SUI,"DF,MF",Montpellier,Ligue 1,23-032,2002,16,15,"1,259",14.0,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,16,42,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
386,Andrew Omobamidele,ie IRL,DF,Strasbourg,Ligue 1,22-243,2002,4,3,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
387,Ado Onaiwu,jp JPN,"MF,FW",Auxerre,Ligue 1,29-105,1995,20,5,599,6.7,2,0,2,2,0,0,0,1,3.2,3.2,0.4,3.7,10,19,58,0.30,0.00,0.30,0.30,0.30,0.48,0.07,0.55,0.48,0.55
388,Christopher Operi,ci CIV,"DF,FW",Le Havre,Ligue 1,27-298,1997,13,13,"1,169",13.0,0,2,2,0,0,0,2,1,0.3,0.3,2.2,2.5,28,52,65,0.00,0.15,0.15,0.00,0.15,0.02,0.17,0.19,0.02,0.19
389,Fredrik Oppegard,no NOR,DF,Auxerre,Ligue 1,22-198,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
390,Victor Orakpo,ng NGA,FW,Nice,Ligue 1,18-252,2006,4,0,36,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,1,4,0.00,0.00,0.00,0.00,0.00,0.81,0.00,0.81,0.81,0.81
391,Ike Orazi,ie IRL,MF,Reims,Ligue 1,17-255,2007,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
392,Gift Orban,ng NGA,"FW,DF",Lyon,Ligue 1,22-219,2002,3,2,186,2.1,2,0,2,2,0,0,1,0,1.2,1.2,0.0,1.2,1,2,12,0.97,0.00,0.97,0.97,0.97,0.59,0.01,0.60,0.59,0.60
393,Gabriel Osho,ng NGA,DF,Auxerre,Ligue 1,26-191,1998,14,14,"1,114",12.4,1,0,1,1,0,0,1,1,0.8,0.8,0.0,0.8,10,31,1,0.08,0.00,0.08,0.08,0.08,0.06,0.00,0.06,0.06,0.06
394,Jibril Othman,tn TUN,FW,Saint-Étienne,Ligue 1,20-301,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
395,Guimissongui Ouattara,fr FRA,"FW,DF",Strasbourg,Ligue 1,19-122,2005,10,3,328,3.6,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,6,13,14,0.27,0.00,0.27,0.27,0.27,0.09,0.02,0.11,0.09,0.11
396,Kassoum Ouattara,fr FRA,"DF,FW",Monaco,Ligue 1,20-130,2004,12,5,391,4.3,0,1,1,0,0,0,2,0,0.2,0.2,1.2,1.4,15,16,35,0.00,0.23,0.23,0.00,0.23,0.04,0.28,0.31,0.04,0.31
397,Zinédine Ould Khaled,fr FRA,MF,Angers,Ligue 1,25-038,2000,2,1,57,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
398,Beres Owusu,fr FRA,DF,Saint-Étienne,Ligue 1,21-155,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
399,Elisha Owusu,gh GHA,MF,Auxerre,Ligue 1,27-106,1997,21,21,"1,815",20.2,1,3,4,1,0,0,5,0,0.3,0.3,0.8,1.1,7,64,27,0.05,0.15,0.20,0.05,0.20,0.01,0.04,0.05,0.01,0.05
400,Willian Pacho,ec ECU,DF,Paris S-G,Ligue 1,23-128,2001,20,17,"1,589",17.7,0,1,1,0,0,0,2,0,0.2,0.2,0.1,0.3,3,41,1,0.00,0.06,0.06,0.00,0.06,0.01,0.01,0.01,0.01,0.01
401,Nicolas Pallois,fr FRA,DF,Nantes,Ligue 1,37-155,1987,16,14,"1,262",14.0,0,1,1,0,0,0,7,0,0.0,0.0,0.1,0.1,2,26,3,0.00,0.07,0.07,0.00,0.07,0.00,0.01,0.01,0.00,0.01
402,Nicolas Pays,fr FRA,"FW,MF",Montpellier,Ligue 1,21-198,2003,2,0,51,0.6,0,0,0,0,0,0,0,0,0.8,0.8,0.0,0.8,3,4,7,0.00,0.00,0.00,0.00,0.00,1.44,0.00,1.44,1.44,1.44
403,Kévin Pedro,fr FRA,DF,Saint-Étienne,Ligue 1,19-000,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
404,Théo Pellenard,fr FRA,DF,Auxerre,Ligue 1,30-354,1994,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
405,Timothee Pembele,fr FRA,DF,Le Havre,Ligue 1,22-165,2002,10,8,690,7.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,16,22,35,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
406,Faris Pemi Moumbagna,cm CMR,FW,Marseille,Ligue 1,24-235,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
407,Óscar Perea,co COL,MF,Strasbourg,Ligue 1,19-147,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
408,Mathias Pereira Lage,pt POR,"FW,MF",Brest,Ligue 1,28-083,1996,17,6,567,6.3,1,2,3,1,0,0,2,0,0.9,0.9,1.2,2.1,8,12,33,0.16,0.32,0.48,0.16,0.48,0.14,0.19,0.33,0.14,0.33
409,Lucas Perri,br BRA,GK,Lyon,Ligue 1,27-073,1997,22,22,"1,980",22.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
410,Gaëtan Perrin,fr FRA,"MF,FW",Auxerre,Ligue 1,28-259,1996,22,19,"1,629",18.1,7,6,13,7,0,0,1,0,3.8,3.8,4.9,8.7,37,75,84,0.39,0.33,0.72,0.39,0.72,0.21,0.27,0.48,0.21,0.48
411,Léo Pétrot,fr FRA,DF,Saint-Étienne,Ligue 1,27-312,1997,19,17,"1,558",17.3,0,1,1,0,0,0,3,0,0.5,0.5,0.4,0.8,13,38,54,0.00,0.06,0.06,0.00,0.06,0.03,0.02,0.05,0.03,0.05
412,Đorđe Petrović,rs SRB,GK,Strasbourg,Ligue 1,25-136,1999,19,19,"1,710",19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
