,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
504,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,Premier League,30-103,1994,9,5,400,4.4,0,1,1,0,0,0,2,1,0.1,0.1,1.1,1.2,1,16,3,0.00,0.23,0.23,0.00,0.23,0.01,0.25,0.26,0.01,0.26
505,Ollie Watkins,eng ENG,FW,Aston Villa,Premier League,29-044,1995,24,20,"1,641",18.2,10,5,15,8,2,2,0,0,11.5,10.0,2.5,12.5,32,14,104,0.55,0.27,0.82,0.44,0.71,0.63,0.14,0.77,0.55,0.68
506,Adam Webster,eng ENG,DF,Brighton,Premier League,30-039,1995,6,3,167,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,20,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
507,Danny Welbeck,eng ENG,FW,Brighton,Premier League,34-078,1990,18,16,"1,355",15.1,6,2,8,6,0,0,2,0,6.0,6.0,0.6,6.6,15,32,54,0.40,0.13,0.53,0.40,0.53,0.40,0.04,0.44,0.40,0.44
508,Welington,br BRA,DF,Southampton,Premier League,23-359,2001,1,1,80,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
509,Timo Werner,de GER,"FW,MF",Tottenham,Premier League,28-343,1996,17,4,507,5.6,0,3,3,0,0,0,0,0,1.0,1.0,2.5,3.5,42,29,87,0.00,0.53,0.53,0.00,0.53,0.17,0.44,0.62,0.17,0.62
510,Adam Wharton,eng ENG,MF,Crystal Palace,Premier League,20-255,2004,9,8,625,6.9,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,7,61,6,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12
511,Ben White,eng ENG,DF,Arsenal,Premier League,27-127,1997,9,7,695,7.7,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.6,4,30,15,0.00,0.13,0.13,0.00,0.13,0.02,0.06,0.07,0.02,0.07
512,Mats Wieffer,nl NED,MF,Brighton,Premier League,25-088,1999,13,4,471,5.2,1,1,2,1,0,0,2,0,0.5,0.5,0.6,1.0,5,34,8,0.19,0.19,0.38,0.19,0.38,0.09,0.10,0.19,0.09,0.19
513,Neco Williams,wls WAL,DF,Nott'ham Forest,Premier League,23-305,2001,21,14,"1,334",14.8,1,1,2,1,0,0,4,0,1.5,1.5,0.6,2.1,36,44,44,0.07,0.07,0.13,0.07,0.13,0.10,0.04,0.14,0.10,0.14
514,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,Premier League,25-176,1999,21,6,624,6.9,0,1,1,0,0,0,2,0,0.9,0.9,1.4,2.3,20,27,49,0.00,0.14,0.14,0.00,0.14,0.12,0.21,0.33,0.12,0.33
515,Callum Wilson,eng ENG,"FW,MF",Newcastle Utd,Premier League,32-351,1992,4,0,61,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
516,Harry Wilson,wls WAL,"FW,MF",Fulham,Premier League,27-327,1997,19,8,839,9.3,5,1,6,5,0,0,2,0,3.2,3.2,1.0,4.2,16,42,71,0.54,0.11,0.64,0.54,0.64,0.35,0.11,0.45,0.35,0.45
517,Harry Winks,eng ENG,MF,Leicester City,Premier League,29-010,1996,19,17,"1,456",16.2,0,2,2,0,0,0,4,0,0.2,0.2,1.2,1.4,15,92,10,0.00,0.12,0.12,0.00,0.12,0.01,0.07,0.09,0.01,0.09
518,Ben Winterburn,eng ENG,MF,Bournemouth,Premier League,20-161,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
519,Yoane Wissa,cd COD,FW,Brentford,Premier League,28-162,1996,21,20,"1,661",18.5,11,2,13,11,0,0,2,0,11.2,11.2,1.3,12.5,37,37,89,0.60,0.11,0.70,0.60,0.70,0.61,0.07,0.68,0.61,0.68
520,Chris Wood,nz NZL,FW,Nott'ham Forest,Premier League,33-067,1991,24,23,"1,915",21.3,17,2,19,14,3,3,1,0,10.3,7.9,1.5,9.4,12,24,58,0.80,0.09,0.89,0.66,0.75,0.48,0.07,0.56,0.37,0.44
521,Nathan Wood-Gordon,eng ENG,DF,Southampton,Premier League,22-257,2002,8,6,579,6.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,2,16,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
522,Luke Woolfenden,eng ENG,DF,Ipswich Town,Premier League,26-114,1998,9,8,737,8.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,4,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
523,Yehor Yarmoliuk,ua UKR,"MF,FW",Brentford,Premier League,20-348,2004,18,6,625,6.9,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,11,27,33,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10
524,Ryan Yates,eng ENG,MF,Nott'ham Forest,Premier League,27-083,1997,22,15,"1,457",16.2,1,0,1,1,0,0,6,0,1.7,1.7,0.7,2.5,12,37,11,0.06,0.00,0.06,0.06,0.06,0.11,0.04,0.15,0.11,0.15
525,Leny Yoro,fr FRA,DF,Manchester Utd,Premier League,19-091,2005,11,5,545,6.1,0,0,0,0,0,0,2,0,0.7,0.7,0.0,0.7,3,23,2,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
526,Ashley Young,eng ENG,DF,Everton,Premier League,39-218,1985,20,17,"1,488",16.5,1,3,4,1,0,0,5,1,0.2,0.2,1.4,1.7,17,79,20,0.06,0.18,0.24,0.06,0.24,0.01,0.09,0.10,0.01,0.10
527,Illia Zabarnyi,ua UKR,DF,Bournemouth,Premier League,22-164,2002,24,24,"2,160",24.0,0,0,0,0,0,0,3,0,0.8,0.8,0.5,1.3,18,91,3,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.06,0.03,0.06
528,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,Premier League,28-059,1996,8,2,243,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,19,6,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
529,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,Premier League,23-266,2001,24,8,885,9.8,3,1,4,3,0,0,1,0,3.3,3.3,1.4,4.7,5,30,46,0.31,0.10,0.41,0.31,0.41,0.33,0.14,0.47,0.33,0.47
530,Martin Ødegaard,no NOR,MF,Arsenal,Premier League,26-057,1998,16,15,"1,283",14.3,2,3,5,1,1,1,2,0,3.1,2.3,2.4,4.7,40,139,80,0.14,0.21,0.35,0.07,0.28,0.22,0.17,0.39,0.16,0.33
